Filter: None
Blocker: overlap_3
K: 1
Time: 14.323874235153198 seconds
Recall: 0.4669260700389105

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap'], 'uniswap')
(0, 'Binance: BGBP Token', ['xtoken'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange'], '0x')
(1, 'FYBSG.com', ['fybsg'], 'fybsg')
(0, 'nexus_TokenFunction', ['nex'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix'], 'synthetix')
(0, 'maker_UNIV2UNIETH', ['geth'], 'maker')
(0, 'synthetix_ProxyiLTC', ['proxy'], 'synthetix')
(0, 'DigiFinex', ['nex'], 'digifinex')
(1, 'synthetix_ProxysCOMP', ['synthetix'], 'synthetix')
(1, 'sushiswap_SushiMaker', ['sushiswap'], 'sushiswap')
(1, 'uniswap_V3Migrator', ['uniswap'], 'uniswap')
(1, 'HolyTransaction.com', ['holytransactioncom'], 'holytransactioncom')
(1, 'maker_PIP_LRC', ['maker'], 'maker')
(0, 'aave_aAmmUniDAIUSDC', ['usd'], 'aave')
(0, 'aave_variableDebtTokenAddress - aSNX', ['xtoken'], 'aave')
(1, 'synthetix_StakingRewardssMSFTBalancer', ['synthetix'], 'synthetix')
(0, 'aave_stableDebtTokenAddress-aAmmUniWBTCWETH', ['wbtc'], 'aave')
(1, 'FTX Exchange', ['ftx'], 'ftx')
(0, 'maker_MCD_PAUSE_PROXY', ['proxy'], 'maker')
(0, 'aave_aAmmUniLINKWETH', ['qilin'], 'aave')
(1, 'Cryptopay.me', ['cryptopayme'], 'cryptopayme')
(1, 'Compound Tether', ['compound'], 'compound')
(0, 'MaiCoin.com', ['coin'], 'maicoin')
(1, 'Foundry USA', ['foundrydigital'], 'foundrydigital')
(0, 'barnbridge_EToken WETH/USDC 25/75', ['usd'], 'barnbridge')
(0, 'Coin-Sweeper.com', ['coin'], 'coin-sweepercom')
(1, 'Huobi 4', ['huobi'], 'huobi')
(1, 'synthetix_SynthiDOT', ['synthetix'], 'synthetix')
(1, 'compound_StdComptrollerG2', ['compound'], 'compound')
(1, 'vesper_VLINK-poolRewards', ['vesper'], 'vesper')
(0, 'nexus_QuotationData', ['nex'], 'nexus')
(0, 'maker_MCD_CLIP_UNIV2DAIUSDT_A', ['usd'], 'maker')
(1, 'synthetix_SynthsDEFI', ['synthetix'], 'synthetix')
(1, 'compound_Base200bps_Slope222bps_Kink90_Jump40', ['compound'], 'compound')
(1, 'BitMart', ['bitmart'], 'bitmart')
(1, 'bitfinex Neo/Neogas hot wallet', ['bitfinex'], 'bitfinex')
(1, 'bitfinex Polkadot cold wallet', ['bitfinex'], 'bitfinex')
(1, 'synthetix_TokenStatesDOT', ['synthetix'], 'synthetix')
(1, 'synthetix_ProxysXMR', ['synthetix'], 'synthetix')
(0, 'maker_MCD_CLIP_UNIV2UNIETH_A', ['geth'], 'maker')
(0, 'harvestfinance_WETH-USDC-LP Vault', ['usd'], 'harvestfinance')
(1, 'Bilaxy 1', ['bilaxy'], 'bilaxy')
(0, 'aave_variableDebtTokenAddress-aAmmUniDAIWETH', ['xtoken'], 'aave')
(0, 'aave_aUSDC', ['usd'], 'aave')
(0, 'vesper_VUSDC-strategy-aave', ['usd'], 'vesper')
(1, 'synthetix_SynthiAAVE', ['synthetix'], 'synthetix')
(1, 'synthetix_ProxysREN', ['synthetix'], 'synthetix')
(0, 'badger_teamVesting', ['investin'], 'badger')
(1, 'CoinHako.com', ['coinhako'], 'coinhako')
(0, 'aave_variableDebtTokenAddress-aAmmDAI', ['xtoken'], 'aave')
(1, 'synthetix_SynthsLTC', ['synthetix'], 'synthetix')
(0, 'aave_stableDebtTokenAddress - aWETH', ['xtoken'], 'aave')
(1, 'Compound Augur', ['compound'], 'compound')
(1, 'instadapp_AAVE-STAKE-A', ['instadapp'], 'instadapp')
(0, 'Kucoin Shares (KCS)', ['coin'], 'kucoin')
(0, 'curvefinance_Ownership-Agent', ['mfinance'], 'curve')
(1, 'Huobi 28', ['huobi'], 'huobi')
(1, 'compound_GovernorAlpha', ['compound'], 'compound')
(0, 'harvestfinance_YFII Pool', ['yfii'], 'harvestfinance')
(1, 'CoinW 4', ['coinw'], 'coinw')
(0, 'aave_aDAI', ['aada'], 'aave')
(1, 'sushiswap_SushiV2Router02', ['sushiswap'], 'sushiswap')
(1, 'uniswap_ProxyAdmin', ['uniswap'], 'uniswap')
(1, 'uniswap_UniswapV2ETHUSDTUNIPool', ['uniswap'], 'uniswap')
(0, 'Slushpool', ['slushpoolcom'], 'braiins')
(1, 'Okminer', ['okminer'], 'okminer')
(1, 'uniswap_NonfungibleTokenPositionDescriptor', ['uniswap'], 'uniswap')
(1, 'instadapp_COMPOUND-A', ['instadapp'], 'instadapp')
(0, '0x_OrderValidator-v4', ['valr'], '0x')
(1, 'synthetix_LiquidatorRewards', ['synthetix'], 'synthetix')
(0, 'dydx_UsdcPriceOracle42', ['usd'], 'dydx')
(0, 'synthetix_TokenStatesOIL', ['xtoken'], 'synthetix')
(1, '50btc', ['50btccom'], '50btccom')
(1, 'Kraken 13', ['kraken'], 'kraken')
(0, 'curvefinance_LinkUSD-StableSwapLinkUSD', ['usd'], 'curve')
(0, 'maker_PIP_PAXUSD', ['usd'], 'maker')
(0, 'badger_StakingRewards', ['ledger'], 'badger')
(0, 'bitfinex POLIS hot wallet', ['bitcom'], 'bitfinex')
(0, 'Coinimal.com', ['coin'], 'bitpanda')
(0, 'curvefinance_ankrETH-CurveTokenV3', ['ankr'], 'curve')
(0, '1inch_LimitOrderProtocolV3', ['bprotocol'], '1inch')
(0, 'instadapp_InstaMasterProxy137', ['proxy'], 'instadapp')
(1, 'maker_PIP_BAT', ['maker'], 'maker')
(1, 'synthetix_SynthiTRX', ['synthetix'], 'synthetix')
(0, 'deribit reserves', ['bitcom'], 'deribit')
(0, 'synthetix_ProxysETH', ['proxy'], 'synthetix')
(1, 'barnbridge_EPool Helper', ['barnbridge'], 'barnbridge')
(0, 'curvefinance_BUSD-LiquidityGauge', ['usd'], 'curve')
(0, 'curvefinance_SynthBurner', ['mfinance'], 'curve')
(1, 'synthetix_ExchangeRates', ['synthetix'], 'synthetix')
(0, 'harvestfinance_RENBTC Vault', ['btfinance'], 'harvestfinance')
(0, 'aave_variableDebtTokenAddress - aZRX', ['xtoken'], 'aave')
(1, 'Bitstamp: Contract 1', ['bitstamp'], 'bitstamp')
(1, 'Poloniex.com', ['poloniex'], 'poloniex')
(0, 'ENS: Wallet 1', ['ens'], 'ethereumfoundation')
(1, 'vesper_vBetaUSDC-feeWhiteList', ['vesper'], 'vesper')
(1, 'synthetix_SynthiBTC', ['synthetix'], 'synthetix')
(1, 'Btcguild.com', ['btcguildcom'], 'btcguildcom')
(1, 'maker_MCD_DAI', ['maker'], 'maker')
(1, 'Korbit.co.kr', ['korbit'], 'korbit')
(0, 'curvefinance_PAX-LiquidityGauge', ['liquid'], 'curve')
(1, 'BitcoinFog', ['bitcoinfog'], 'bitcoinfog')
(0, 'nexus_Governance', ['nex'], 'nexus')
(1, 'HappyCoins.com', ['happycoins'], 'happycoins')
(1, 'synthetix_TokenStatesTRX', ['synthetix'], 'synthetix')
(1, 'bitfinex Bitcoin SV hot wallet', ['bitfinex'], 'bitfinex')
(0, 'fei_Chainlink FEI-ETH', ['chainex'], 'feiprotocol')
(0, 'maker_PROXY_FACTORY', ['proxy'], 'maker')
(1, 'Telco 214', ['telco214'], 'telco214')
(1, 'synthetix_SynthiCEX', ['synthetix'], 'synthetix')
(0, 'maker_MCD_JOIN_UNIV2ETHUSDT_A', ['usd'], 'maker')
(1, 'bitfinex IOTA hot wallet', ['bitfinex'], 'bitfinex')
(1, 'SecureVPN.to', ['securevpnto'], 'securevpnto')
(1, 'Poloniex: MANA', ['poloniex'], 'poloniex')
(0, 'bitfinex NEO cold wallet', ['bitcom'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aUSDC', ['usd'], 'aave')
(0, 'aave_arc_LendingRateOracle', ['klend'], 'aave')
(1, 'compound_Configurator', ['compound'], 'compound')
(1, 'HooToken (HOO)', ['hoo'], 'hoo')
(0, 'Bitfury', ['bitcom'], 'bitfuryorg')
(0, 'aave_variableDebtTokenAddress-aAmmBptWBTCWETH', ['wbtc'], 'aave')
(1, 'CoinPayments.net', ['coinpaymentsnet'], 'coinpaymentsnet')
(0, 'nexus_Pool2', ['nex'], 'nexusprotocol')
(0, 'Binance 19', ['binancemultichaincapital'], 'binance')
(0, 'aave_variableDebtTokenAddress - aUNI', ['xtoken'], 'aave')
(1, 'instadapp_1INCH-A', ['instadapp'], 'instadapp')
(1, 'ShapeShift 4', ['shapeshift'], 'shapeshift')
(1, 'BitPay.com', ['bitpaycom'], 'bitpaycom')
(0, 'curvefinance_RSV-StableSwapRSV', ['swapr'], 'curve')
(0, 'harvestfinance_fCRV-HUSD', ['usd'], 'harvestfinance')
(0, 'maker_GET_CDPS', ['geth'], 'maker')
(0, 'Coinhako: Warm Wallet', ['coin'], 'coinhako')
(1, 'dydx_PolynomialInterestSetter42', ['dydx'], 'dydx')
(0, 'Bitpanda Ecosystem Token (BEST)', ['bitcom'], 'bitpanda')
(0, 'maker_MCD_CLIP_CALC_UNIV2LINKETH_A', ['calc'], 'maker')
(1, 'BTC-Alpha Exchange', ['btcalpha'], 'btcalpha')
(0, 'Binance 20', ['binancemultichaincapital'], 'binance')
(0, 'aave_stableDebtTokenAddress - aMANA', ['xtoken'], 'aave')
(0, 'binance reserve wallets BUSD', ['reserve'], 'binance')
(0, '0x_DevUtils-v3', ['revuto'], '0x')
(1, 'dydx_DaiPriceOracle1', ['dydx'], 'dydx')
(0, 'nexus_ProposalCategory', ['nex'], 'nexus')
(0, 'harvestfinance_PYLON:FARM', ['btfinance'], 'harvestfinance')
(0, 'PandoraOpenMarket', ['market'], 'pandoraopenmarket')
(0, 'aave_variableDebtTokenAddress - aBAL', ['xtoken'], 'aave')
(0, 'badger_BadgerTree', ['ledger'], 'badger')
(1, 'compound_PriceData', ['compound'], 'compound')
(0, 'Coinbase 5', ['coin'], 'coinbase')
(1, 'huobi reserve wallets LTC', ['huobi'], 'huobi')
(1, 'BitMartToken (BMC)', ['bitmart'], 'bitmart')
(1, 'compound_Compoundv3Admin', ['compound'], 'compound')
(1, 'synthetix_StakingRewardssTSLABalancer', ['synthetix'], 'synthetix')
(1, 'barnbridge_bb_aUSDT (Aave)', ['barnbridge'], 'barnbridge')
(1, 'synthetix_ProxysFB', ['synthetix'], 'synthetix')
(1, 'BlockTrades.us', ['blocktrades'], 'blocktrades')
(1, 'Huobi 17', ['huobi'], 'huobi')
(0, 'maker_MCD_CLIP_CALC_UNIV2WBTCETH_A', ['calc'], 'maker')
(0, 'kucoin USDT reserves', ['coin'], 'kucoin')
(1, 'ABCC Token (AT)', ['abcc'], 'abcc')
(0, 'aave_rwa_PermissionedLendingPoolAddressProviderRegistry', ['bione'], 'aave')
(1, 'renvm_BasicAdapter', ['ren'], 'ren')
(0, 'compound_cWBTC', ['wbtc'], 'compound')
(1, 'synthetix_CircuitBreaker', ['synthetix'], 'synthetix')
(1, 'Bitkub Hot Wallet 1', ['bitkub'], 'bitkub')
(0, 'Poolin', ['powerpoolfinance'], 'poolin')
(1, 'Kraken 10', ['kraken'], 'kraken')
(0, 'harvestfinance_DAI Pool', ['btfinance'], 'harvestfinance')
(0, 'badger_daoProxyAdmin', ['proxy'], 'badger')
(1, 'synthetix_RewardEscrow', ['synthetix'], 'synthetix')
(1, 'synthetix_VirtualSynthMastercopy', ['synthetix'], 'synthetix')
(0, 'Binance 26', ['binancemultichaincapital'], 'binance')
(0, 'Bitcoin-24.com', ['bitcom'], 'bitcoin24')
(1, 'synthetix_AddressResolver', ['synthetix'], 'synthetix')
(0, 'harvestfinance_fRENBTC', ['btfinance'], 'harvestfinance')
(0, 'ChBtc.com', ['btcc'], 'chbtc')
(1, 'Huobi Token', ['huobi'], 'huobi')
(0, 'Poloniex: USDC', ['usd'], 'poloniex')
(0, 'maker_MCD_CLIP_CALC_RENBTC_A', ['calc'], 'maker')
(1, 'synthetix_ProxysJPY', ['synthetix'], 'synthetix')
(0, 'aave_variableDebtTokenAddress-aAmmUniRENWETH', ['xtoken'], 'aave')
(0, 'synthetix_ProxyERC20', ['proxy'], 'synthetix')
(1, 'synthetix_SynthsBTC', ['synthetix'], 'synthetix')
(1, 'BTCJam.com', ['btcjamcom'], 'btcjamcom')
(1, 'vesper_VVSP-feeWhiteList', ['vesper'], 'vesper')
(1, 'ULTIMUS POOL', ['ultimus'], 'ultimus')
(1, 'instadapp_polygon-v2-InstaDefaultImplementation', ['instadapp'], 'instadapp')
(1, 'dydx_LimitOrders1', ['dydx'], 'dydx')
(1, 'Paribu 4', ['paribu'], 'paribu')
(0, 'fei_EthPCVDripper', ['geth'], 'feiprotocol')
(1, 'maker_CLIPPER_MOM', ['maker'], 'maker')
(0, 'aave_WETHGateway', ['gate'], 'aave')
(1, 'synthetix_SynthsCOMP', ['synthetix'], 'synthetix')
(0, 'bitfinex BTC cold wallet', ['nex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aAAVE', ['xtoken'], 'aave')
(0, 'bitfinex Near hot wallet', ['nex'], 'bitfinex')
(0, 'badger_StrategyBadgerRewards', ['dgex'], 'badger')
(1, 'maker_MCD_CLIP_MANA_A', ['maker'], 'maker')
(1, 'synthetix_ProxysXTZ', ['synthetix'], 'synthetix')
(0, 'harvestfinance_CRV-BUSD Pool', ['usd'], 'harvestfinance')
(1, 'IndoEx LTD', ['indoex'], 'indoex')
(1, 'synthetix_ProxySynthetixUse ProxyERC20', ['synthetix'], 'synthetix')
(1, 'Terra Pool', ['terrapool'], 'terrapool')
(0, 'NEST Protocol: Mining Pool', ['zestprotocol'], 'nest')
(0, 'kucoin USDC reserves', ['coin'], 'kucoin')
(0, 'Binance 2', ['binancemultichaincapital'], 'binance')
(0, 'synthetix_TokenStatesBNB', ['xtoken'], 'synthetix')
(1, 'Poloniex: BNT', ['poloniex'], 'poloniex')
(1, 'Bter.com', ['bter'], 'bter')
(1, 'synthetix_ProxysEOS', ['synthetix'], 'synthetix')
(0, 'LakeBTC.com', ['btcc'], 'lakebtc')
(0, 'harvestfinance_Profit Sharing', ['btfinance'], 'harvestfinance')
(0, 'convex_CVX Rewards', ['cone'], 'convex')
(0, 'aave_LendingPoolCollateralManager', ['tangpool'], 'aave')
(0, 'curvefinance_IronBank-StableSwapIB', ['mfinance'], 'curve')
(0, 'harvestfinance_YFI Pool', ['btfinance'], 'harvestfinance')
(0, 'curvefinance_DUSD-DepositDUSD', ['usd'], 'curve')
(1, 'synthetix_TokenStateiYFI', ['synthetix'], 'synthetix')
(0, 'bitfinex Algorand Cold Wallet', ['nex'], 'bitfinex')
(1, 'instadapp_mainnet-v1-InstaPool', ['instadapp'], 'instadapp')
(1, 'maker_PIP_KNC', ['maker'], 'maker')
(1, 'Huobi Mining Pool', ['huobi'], 'huobi')
(0, 'bitfinex Polygon cold wallet', ['nex'], 'bitfinex')
(0, 'JetWin.com', ['jet'], 'jetwincom')
(0, 'HitBTC 1', ['tbtc'], 'hitbtc')
(0, 'curvefinance_PAX-CurveTokenV1', ['mfinance'], 'curve')
(1, 'barnbridge_EToken WETH/WBTC 25/75', ['barnbridge'], 'barnbridge')
(0, 'synthetix_TokenStateiDASH', ['xtoken'], 'synthetix')
(1, 'synthetix_ProxyiDASH', ['synthetix'], 'synthetix')
(1, 'Inputs.io', ['inputsio'], 'inputsio')
(0, 'MaiCoin 1', ['coin'], 'maicoin')
(1, 'BTCCPool', ['btccpool'], 'btccpool')
(0, 'aave_aAmmUniCRVWETH', ['unicly'], 'aave')
(1, 'Gemini 5', ['gemini'], 'gemini')
(1, 'SilkRoadMarketplace', ['silkroadmarketplace'], 'silkroadmarketplace')
(0, 'barnbridge_DiamondCutFacet', ['ace'], 'barnbridge')
(1, 'TOPBTC TOKEN (TOPB)', ['topbtc'], 'topbtc')
(0, 'synthetix_TokenStatesDEFI', ['xtoken'], 'synthetix')
(1, 'synthetix_CollateralShort', ['synthetix'], 'synthetix')
(1, 'NovaBlock', ['novablock'], 'novablock')
(0, 'curvefinance_AAVE-LiquidityGaugeV2', ['liquid'], 'curve')
(1, 'Liquid 2', ['liquid'], 'liquid')
(0, 'badger_BadgerGeyser', ['geyser'], 'badger')
(1, 'barnbridge_PoolFactory', ['barnbridge'], 'barnbridge')
(0, 'Binance 31', ['binancemultichaincapital'], 'binance')
(1, 'instadapp_COMP-A', ['instadapp'], 'instadapp')
(0, 'harvestfinance_CRV:FARM', ['btfinance'], 'harvestfinance')
(0, 'maker_MCD_JOIN_YFI_A', ['coin'], 'maker')
(1, 'BTCOracle.com', ['btcoraclecom'], 'btcoraclecom')
(0, 'curvefinance_USDN-LiquidityGauge', ['usd'], 'curve')
(0, 'curvefinance_3pool Deposit Zap', ['mfinance'], 'curve')
(1, 'Leancy.com', ['leancycom'], 'leancycom')
(0, 'curvefinance_CryptoLPBurner', ['mfinance'], 'curve')
(0, 'synthetix_ProxyiADA', ['proxy'], 'synthetix')
(0, 'huobi reserve wallets BTC', ['reserve'], 'huobi')
(1, 'instadapp_GELATO-AAVE-A', ['instadapp'], 'instadapp')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_20000bps', ['compound'], 'compound')
(0, 'aave_variableDebtTokenAddress-aAmmUSDC', ['usd'], 'aave')
(0, 'badger_native.badger-reward', ['gard'], 'badger')
(0, 'curvefinance_GUSD-LiquidityGauge', ['liquid'], 'curve')
(1, 'synthetix_ExchangeCircuitBreaker', ['synthetix'], 'synthetix')
(0, 'BitMEX 1', ['bitcom'], 'bitmex')
(1, 'synthetix_StakingRewardsiBTC', ['synthetix'], 'synthetix')
(1, 'BitBay.net', ['bitbay'], 'bitbay')
(1, 'Bitminter', ['bitmintercom'], 'bitmintercom')
(1, 'vesper_revenueSplitter', ['vesper'], 'vesper')
(1, 'instadapp_polygon-v1-InstaAccount', ['instadapp'], 'instadapp')
(0, 'DoctorDMarket', ['market'], 'doctordmarket')
(0, 'Coinbase: Commerce', ['coin'], 'coinbase')
(1, 'bitfinex Polygon hot wallet', ['bitfinex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aKNC', ['xtoken'], 'aave')
(0, 'Binance Wrapped BTC (BBTC)', ['wrapped'], 'binance')
(1, 'HitBTC Token (HIT)', ['hitbtc'], 'hitbtc')
(1, 'maker_MCD_CLIP_BAL_A', ['maker'], 'maker')
(1, 'synthetix_ProxysFTSE', ['synthetix'], 'synthetix')
(0, 'Gatecoin.com', ['coin'], 'gatecoin')
(0, 'curvefinance_RSV-CurveTokenV2', ['mfinance'], 'curve')
(1, 'synthetix_SynthiEOS', ['synthetix'], 'synthetix')
(0, 'badger_BadgerHunt', ['dgex'], 'badger')
(0, 'Binance 30', ['binancemultichaincapital'], 'binance')
(1, 'uniswap_v3_pool_ETH_ADS', ['uniswap'], 'uniswap')
(0, 'aave_variableDebtTokenAddress-aAmmUniCRVWETH', ['xtoken'], 'aave')
(1, 'compound_cBAT', ['compound'], 'compound')
(0, 'maker_MCD_CLIP_CALC_UNIV2DAIUSDC_A', ['calc'], 'maker')
(0, 'maker_MCD_CLIP_UNIV2ETHUSDT_A', ['usd'], 'maker')
(1, 'Yourbtc.net', ['yourbtcnet'], 'yourbtcnet')
(0, 'curvefinance_sUSD-DepositSUSD', ['usd'], 'curve')
(1, 'Huobi 18', ['huobi'], 'huobi')
(1, 'tornado.cash', ['tornado'], 'tornado')
(1, 'uniswap_TickLens', ['uniswap'], 'uniswap')
(0, 'maker_MCD_CLIP_CALC_UNIV2AAVEETH_A', ['calc'], 'maker')
(0, 'aave_aSUSD', ['usd'], 'aave')
(1, 'Bitparking', ['bitparking'], 'bitparking')
(0, 'aave_arc_AaveArcTimelockExecutor', ['arctic'], 'aave')
(0, 'convex_CVX/ETH SLP', ['cone'], 'convex')
(0, 'aave_rwa_LendingPoolCollateralManager', ['jpool'], 'aave')
(0, 'Binance 29', ['binancemultichaincapital'], 'binance')
(0, 'maker_MCD_CLIP_CALC_ETH_A', ['calc'], 'maker')
(0, 'instadapp_MAKERDAO-A', ['adao'], 'instadapp')
(0, 'aave_variableDebtTokenAddress-aAmmWETH', ['xtoken'], 'aave')
(0, 'binance reserve wallets USDT', ['reserve'], 'binance')
(1, 'badger_native.renCrv-strategy', ['badger'], 'badger')
(0, 'bitfinex Telos hot wallet', ['bitcom'], 'bitfinex')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_500bps', ['compound'], 'compound')
(0, 'aave_stableDebtTokenAddress-aAmmUniDAIWETH', ['xtoken'], 'aave')
(1, 'maker_MCD_JUG', ['maker'], 'maker')
(0, 'KuCoin: Deployer', ['coin'], 'kucoin')
(1, 'synthetix_SynthsAUD', ['synthetix'], 'synthetix')
(1, 'bitfinex Ripple XRP cold wallet', ['bitfinex'], 'bitfinex')
(0, 'maker_OSM_MOM', ['rose'], 'maker')
(1, 'synthetix_SynthsEUR', ['synthetix'], 'synthetix')
(0, 'Compound', ['revert'], 'compound')
(0, 'bitfinex V-Systems hot wallet', ['bitcom'], 'bitfinex')
(1, 'Polmine.pl', ['polminepl'], 'polminepl')
(0, 'badger_native.sbtcCrv-strategy', ['btcc'], 'badger')
(1, 'bitfinex Tron TRX/TRC10/TRC20 cold wallet', ['bitfinex'], 'bitfinex')
(0, 'synthetix_Liquidations', ['liquid'], 'synthetix')
(1, 'Eligius', ['eligiusst'], 'eligiusst')
(1, 'maker_PIP_MANA', ['maker'], 'maker')
(0, '1inch_Mooni Factory', ['pact'], '1inch')
(0, 'curvefinance_Ownership-VotingApp', ['mfinance'], 'curve')
(0, 'AlphaBayMarket', ['market'], 'alphabaymarket')
(1, 'Purse.io', ['purseio'], 'purseio')
(0, 'Nmcbit', ['bitcom'], 'nmcbit')
(0, 'Binance: Contract', ['mfinance'], 'binance')
(1, 'Antpool', ['antpoolcom'], 'antpoolcom')
(0, 'Delta Exchange Token (DETO)', ['0exchange'], 'deltaexchange')
(0, 'fei_Core', ['cvaultfinance'], 'feiprotocol')
(0, 'curvefinance_USDN-CurveTokenV2', ['usd'], 'curve')
(0, 'bitfinex Omni (Omni protocol) hot wallet', ['nex'], 'bitfinex')
(0, 'LoopringCoin V2 (LRC)', ['coin'], 'loopring')
(1, 'Gate.io 2', ['gate'], 'gate')
(1, 'maker_MCD_JOIN_BAL_A', ['maker'], 'maker')
(0, 'Zeus Token (ZST)', ['xtoken'], 'zeusfinance')
(1, 'compound_Uni+Comptroller_MultiLabel', ['compound'], 'compound')
(1, 'Resfinex (RES)', ['resfinex'], 'resfinex')
(1, 'bitfinex Elrond hot wallet', ['bitfinex'], 'bitfinex')
(1, 'synthetix_CollateralStateErc20', ['synthetix'], 'synthetix')
(1, 'SealsWithClubs.eu', ['sealswithclubseu'], 'sealswithclubseu')
(1, 'instadapp_mainnet-v1-InstaConnectors', ['instadapp'], 'instadapp')
(1, 'synthetix_SynthsTRX', ['synthetix'], 'synthetix')
(0, 'bitfinex Cosmos cold wallet', ['bitcom'], 'bitfinex')
(0, 'Coinichiwa.com', ['coin'], 'coinichiwacom')
(1, 'CrimeNetwork.biz', ['crimenetworkbiz'], 'crimenetworkbiz')
(0, 'Bithumb 7', ['bitcom'], 'bithumb')
(0, 'binance reserve wallets BNB', ['reserve'], 'binance')
(0, 'Bit-Z', ['bitzlato'], 'bitzcom')
(1, 'ShapeShift 6', ['shapeshift'], 'shapeshift')
(0, 'curvefinance_AAVE-CurveTokenV3', ['mfinance'], 'curve')
(1, 'Poloniex', ['poloniex'], 'poloniex')
(0, 'harvestfinance_fUSDC', ['usd'], 'harvestfinance')
(0, 'Deepbit', ['bitcom'], 'deepbitnet')
(1, 'synthetix_TokenStateiREN', ['synthetix'], 'synthetix')
(0, 'harvestfinance_Harvester', ['btfinance'], 'harvestfinance')
(0, 'synthetix_TokenStatesJPY', ['xtoken'], 'synthetix')
(1, 'vesper_VETH-poolRewards', ['vesper'], 'vesper')
(1, 'uniswap_Multicall2', ['uniswap'], 'uniswap')
(0, 'fei_FeiRari DAI Interest Rate Model', ['rarify'], 'feiprotocol')
(1, 'Kryptono Token', ['kryptono'], 'kryptono')
(0, '0x_Forwarder-v4', ['gard'], '0x')
(1, 'OTCBTC', ['otcbtc'], 'otcbtc')
(1, 'compound_Poster', ['compound'], 'compound')
(0, 'bitfinex GMT hot wallet', ['nex'], 'bitfinex')
(1, 'synthetix_ProxysKRW', ['synthetix'], 'synthetix')
(0, 'Bitfinex: Old Address 2', ['nex'], 'bitfinex')
(0, 'Xbtc.exx.com&bw.com', ['cex'], 'exx')
(1, 'dydx_TestInterestSetter42', ['dydx'], 'dydx')
(0, 'curvefinance_pBTC-DepositPBTC', ['mfinance'], 'curve')
(1, 'Huobi 5', ['huobi'], 'huobi')
(0, 'harvestfinance_fCRV-TBTC', ['tbtc'], 'harvestfinance')
