Filter: related-concept
Blocker: bm25_3
K: 1
Time: 1.7046966552734375 seconds
Recall: 0.8106355382619974

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap'], 'uniswap')
(1, 'SecureVPN.to', ['securevpnto'], 'securevpnto')
(1, 'Poloniex: MANA', ['poloniex'], 'poloniex')
(1, 'bitfinex NEO cold wallet', ['bitfinex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aUSDC', ['fluidtokens'], 'aave')
(0, 'aave_arc_LendingRateOracle', ['lendingpond'], 'aave')
(1, 'compound_Configurator', ['compound'], 'compound')
(1, 'HooToken (HOO)', ['hoo'], 'hoo')
(1, 'Bitfury', ['bitfuryorg'], 'bitfuryorg')
(0, 'aave_variableDebtTokenAddress-aAmmBptWBTCWETH', ['fluidtokens'], 'aave')
(1, 'CoinPayments.net', ['coinpaymentsnet'], 'coinpaymentsnet')
(0, 'nexus_Pool2', ['nexus'], 'nexusprotocol')
(1, 'Binance 19', ['binance'], 'binance')
(0, 'aave_variableDebtTokenAddress - aUNI', ['fluidtokens'], 'aave')
(1, 'instadapp_1INCH-A', ['instadapp'], 'instadapp')
(0, 'ShapeShift 4', ['yapeswap'], 'shapeshift')
(1, 'BitPay.com', ['bitpaycom'], 'bitpaycom')
(1, 'curvefinance_RSV-StableSwapRSV', ['curve'], 'curve')
(1, 'harvestfinance_fCRV-HUSD', ['harvestfinance'], 'harvestfinance')
(1, 'maker_GET_CDPS', ['maker'], 'maker')
(1, 'Coinhako: Warm Wallet', ['coinhako'], 'coinhako')
(1, 'dydx_PolynomialInterestSetter42', ['dydx'], 'dydx')
(0, 'Bitpanda Ecosystem Token (BEST)', ['marsecosystem'], 'bitpanda')
(1, 'maker_MCD_CLIP_CALC_UNIV2LINKETH_A', ['maker'], 'maker')
(1, 'BTC-Alpha Exchange', ['btcalpha'], 'btcalpha')
(1, 'Binance 20', ['binance'], 'binance')
(0, 'aave_stableDebtTokenAddress - aMANA', ['fluidtokens'], 'aave')
(0, 'binance reserve wallets BUSD', ['dovewallet'], 'binance')
(0, '0x_DevUtils-v3', ['0xdao'], '0x')
(1, 'dydx_DaiPriceOracle1', ['dydx'], 'dydx')
(1, 'nexus_ProposalCategory', ['nexus'], 'nexus')
(1, 'harvestfinance_PYLON:FARM', ['harvestfinance'], 'harvestfinance')
(1, 'PandoraOpenMarket', ['pandoraopenmarket'], 'pandoraopenmarket')
(0, 'aave_variableDebtTokenAddress - aBAL', ['fluidtokens'], 'aave')
(1, 'badger_BadgerTree', ['badger'], 'badger')
(1, 'compound_PriceData', ['compound'], 'compound')
(1, 'Coinbase 5', ['coinbase'], 'coinbase')
(0, 'huobi reserve wallets LTC', ['dovewallet'], 'huobi')
(1, 'BitMartToken (BMC)', ['bitmart'], 'bitmart')
(1, 'compound_Compoundv3Admin', ['compound'], 'compound')
(1, 'synthetix_StakingRewardssTSLABalancer', ['synthetix'], 'synthetix')
(1, 'barnbridge_bb_aUSDT (Aave)', ['barnbridge'], 'barnbridge')
(1, 'synthetix_ProxysFB', ['synthetix'], 'synthetix')
(1, 'BlockTrades.us', ['blocktrades'], 'blocktrades')
(1, 'Huobi 17', ['huobi'], 'huobi')
(1, 'maker_MCD_CLIP_CALC_UNIV2WBTCETH_A', ['maker'], 'maker')
(0, 'kucoin USDT reserves', ['independentreserve'], 'kucoin')
(1, 'ABCC Token (AT)', ['abcc'], 'abcc')
(0, 'aave_rwa_PermissionedLendingPoolAddressProviderRegistry', ['apeswap'], 'aave')
(1, 'renvm_BasicAdapter', ['ren'], 'ren')
(1, 'compound_cWBTC', ['compound'], 'compound')
(1, 'synthetix_CircuitBreaker', ['synthetix'], 'synthetix')
(1, 'Bitkub Hot Wallet 1', ['bitkub'], 'bitkub')
(0, 'Poolin', ['dpool'], 'poolin')
(1, 'Kraken 10', ['kraken'], 'kraken')
(1, 'harvestfinance_DAI Pool', ['harvestfinance'], 'harvestfinance')
(1, 'badger_daoProxyAdmin', ['badger'], 'badger')
(1, 'synthetix_RewardEscrow', ['synthetix'], 'synthetix')
(1, 'synthetix_VirtualSynthMastercopy', ['synthetix'], 'synthetix')
(1, 'Binance 26', ['binance'], 'binance')
(1, 'Bitcoin-24.com', ['bitcoin24'], 'bitcoin24')
(1, 'synthetix_AddressResolver', ['synthetix'], 'synthetix')
(1, 'harvestfinance_fRENBTC', ['harvestfinance'], 'harvestfinance')
(1, 'ChBtc.com', ['chbtc'], 'chbtc')
(1, 'Huobi Token', ['huobi'], 'huobi')
(1, 'Poloniex: USDC', ['poloniex'], 'poloniex')
(1, 'maker_MCD_CLIP_CALC_RENBTC_A', ['maker'], 'maker')
(1, 'synthetix_ProxysJPY', ['synthetix'], 'synthetix')
(0, 'aave_variableDebtTokenAddress-aAmmUniRENWETH', ['fluidtokens'], 'aave')
(1, 'synthetix_ProxyERC20', ['synthetix'], 'synthetix')
(1, 'synthetix_SynthsBTC', ['synthetix'], 'synthetix')
(1, 'BTCJam.com', ['btcjamcom'], 'btcjamcom')
(1, 'vesper_VVSP-feeWhiteList', ['vesper'], 'vesper')
(0, 'ULTIMUS POOL', ['emcdpool'], 'ultimus')
(1, 'instadapp_polygon-v2-InstaDefaultImplementation', ['instadapp'], 'instadapp')
(1, 'dydx_LimitOrders1', ['dydx'], 'dydx')
(1, 'Paribu 4', ['paribu'], 'paribu')
(0, 'fei_EthPCVDripper', ['cropper'], 'feiprotocol')
(1, 'maker_CLIPPER_MOM', ['maker'], 'maker')
(1, 'aave_WETHGateway', ['aave'], 'aave')
(1, 'synthetix_SynthsCOMP', ['synthetix'], 'synthetix')
(1, 'bitfinex BTC cold wallet', ['bitfinex'], 'bitfinex')
(1, 'aave_stableDebtTokenAddress - aAAVE', ['aave'], 'aave')
(1, 'bitfinex Near hot wallet', ['bitfinex'], 'bitfinex')
(1, 'badger_StrategyBadgerRewards', ['badger'], 'badger')
(1, 'maker_MCD_CLIP_MANA_A', ['maker'], 'maker')
(1, 'synthetix_ProxysXTZ', ['synthetix'], 'synthetix')
(1, 'harvestfinance_CRV-BUSD Pool', ['harvestfinance'], 'harvestfinance')
(1, 'IndoEx LTD', ['indoex'], 'indoex')
(1, 'synthetix_ProxySynthetixUse ProxyERC20', ['synthetix'], 'synthetix')
(1, 'Terra Pool', ['terrapool'], 'terrapool')
(0, 'NEST Protocol: Mining Pool', ['emcdpool'], 'nest')
(1, 'kucoin USDC reserves', ['kucoin'], 'kucoin')
(1, 'Binance 2', ['binance'], 'binance')
(1, 'synthetix_TokenStatesBNB', ['synthetix'], 'synthetix')
(1, 'Poloniex: BNT', ['poloniex'], 'poloniex')
(1, 'Bter.com', ['bter'], 'bter')
(1, 'synthetix_ProxysEOS', ['synthetix'], 'synthetix')
(1, 'LakeBTC.com', ['lakebtc'], 'lakebtc')
(1, 'harvestfinance_Profit Sharing', ['harvestfinance'], 'harvestfinance')
(1, 'convex_CVX Rewards', ['convex'], 'convex')
(0, 'aave_LendingPoolCollateralManager', ['lendingpond'], 'aave')
(1, 'curvefinance_IronBank-StableSwapIB', ['curve'], 'curve')
(1, 'harvestfinance_YFI Pool', ['harvestfinance'], 'harvestfinance')
(1, 'curvefinance_DUSD-DepositDUSD', ['curve'], 'curve')
(1, 'synthetix_TokenStateiYFI', ['synthetix'], 'synthetix')
(1, 'bitfinex Algorand Cold Wallet', ['bitfinex'], 'bitfinex')
(1, 'instadapp_mainnet-v1-InstaPool', ['instadapp'], 'instadapp')
(1, 'maker_PIP_KNC', ['maker'], 'maker')
(0, 'Huobi Mining Pool', ['emcdpool'], 'huobi')
(1, 'bitfinex Polygon cold wallet', ['bitfinex'], 'bitfinex')
(1, 'JetWin.com', ['jetwincom'], 'jetwincom')
(1, 'HitBTC 1', ['hitbtc'], 'hitbtc')
(1, 'curvefinance_PAX-CurveTokenV1', ['curve'], 'curve')
(1, 'barnbridge_EToken WETH/WBTC 25/75', ['barnbridge'], 'barnbridge')
(1, 'synthetix_TokenStateiDASH', ['synthetix'], 'synthetix')
(1, 'synthetix_ProxyiDASH', ['synthetix'], 'synthetix')
(1, 'Inputs.io', ['inputsio'], 'inputsio')
(1, 'MaiCoin 1', ['maicoin'], 'maicoin')
(1, 'BTCCPool', ['btccpool'], 'btccpool')
(1, 'aave_aAmmUniCRVWETH', ['aave'], 'aave')
(1, 'Gemini 5', ['gemini'], 'gemini')
(1, 'SilkRoadMarketplace', ['silkroadmarketplace'], 'silkroadmarketplace')
(1, 'barnbridge_DiamondCutFacet', ['barnbridge'], 'barnbridge')
(1, 'TOPBTC TOKEN (TOPB)', ['topbtc'], 'topbtc')
(1, 'synthetix_TokenStatesDEFI', ['synthetix'], 'synthetix')
(1, 'synthetix_CollateralShort', ['synthetix'], 'synthetix')
(0, 'NovaBlock', ['dpool'], 'novablock')
(0, 'curvefinance_AAVE-LiquidityGaugeV2', ['liquidityfinance'], 'curve')
(1, 'Liquid 2', ['liquid'], 'liquid')
(1, 'badger_BadgerGeyser', ['badger'], 'badger')
(1, 'barnbridge_PoolFactory', ['barnbridge'], 'barnbridge')
(1, 'Binance 31', ['binance'], 'binance')
(1, 'instadapp_COMP-A', ['instadapp'], 'instadapp')
(1, 'harvestfinance_CRV:FARM', ['harvestfinance'], 'harvestfinance')
(1, 'maker_MCD_JOIN_YFI_A', ['maker'], 'maker')
(1, 'BTCOracle.com', ['btcoraclecom'], 'btcoraclecom')
(0, 'curvefinance_USDN-LiquidityGauge', ['liquidityfinance'], 'curve')
(1, 'curvefinance_3pool Deposit Zap', ['curve'], 'curve')
(1, 'Leancy.com', ['leancycom'], 'leancycom')
(1, 'curvefinance_CryptoLPBurner', ['curve'], 'curve')
(1, 'synthetix_ProxyiADA', ['synthetix'], 'synthetix')
(0, 'huobi reserve wallets BTC', ['dovewallet'], 'huobi')
(1, 'instadapp_GELATO-AAVE-A', ['instadapp'], 'instadapp')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_20000bps', ['compound'], 'compound')
(0, 'aave_variableDebtTokenAddress-aAmmUSDC', ['fluidtokens'], 'aave')
(1, 'badger_native.badger-reward', ['badger'], 'badger')
(0, 'curvefinance_GUSD-LiquidityGauge', ['liquidityfinance'], 'curve')
(1, 'synthetix_ExchangeCircuitBreaker', ['synthetix'], 'synthetix')
(1, 'BitMEX 1', ['bitmex'], 'bitmex')
(1, 'synthetix_StakingRewardsiBTC', ['synthetix'], 'synthetix')
(1, 'BitBay.net', ['bitbay'], 'bitbay')
(1, 'Bitminter', ['bitmintercom'], 'bitmintercom')
(1, 'vesper_revenueSplitter', ['vesper'], 'vesper')
(1, 'instadapp_polygon-v1-InstaAccount', ['instadapp'], 'instadapp')
(1, 'DoctorDMarket', ['doctordmarket'], 'doctordmarket')
(1, 'Coinbase: Commerce', ['coinbase'], 'coinbase')
(1, 'bitfinex Polygon hot wallet', ['bitfinex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aKNC', ['fluidtokens'], 'aave')
(0, 'Binance Wrapped BTC (BBTC)', ['btctrade'], 'binance')
(1, 'HitBTC Token (HIT)', ['hitbtc'], 'hitbtc')
(1, 'maker_MCD_CLIP_BAL_A', ['maker'], 'maker')
(1, 'synthetix_ProxysFTSE', ['synthetix'], 'synthetix')
(1, 'Gatecoin.com', ['gatecoin'], 'gatecoin')
(1, 'curvefinance_RSV-CurveTokenV2', ['curve'], 'curve')
(1, 'synthetix_SynthiEOS', ['synthetix'], 'synthetix')
(1, 'badger_BadgerHunt', ['badger'], 'badger')
(1, 'Binance 30', ['binance'], 'binance')
(1, 'uniswap_v3_pool_ETH_ADS', ['uniswap'], 'uniswap')
(0, 'aave_variableDebtTokenAddress-aAmmUniCRVWETH', ['fluidtokens'], 'aave')
(1, 'compound_cBAT', ['compound'], 'compound')
(1, 'maker_MCD_CLIP_CALC_UNIV2DAIUSDC_A', ['maker'], 'maker')
(1, 'maker_MCD_CLIP_UNIV2ETHUSDT_A', ['maker'], 'maker')
(0, 'Yourbtc.net', ['btccom'], 'yourbtcnet')
(1, 'curvefinance_sUSD-DepositSUSD', ['curve'], 'curve')
(1, 'Huobi 18', ['huobi'], 'huobi')
(1, 'tornado.cash', ['tornado'], 'tornado')
(1, 'uniswap_TickLens', ['uniswap'], 'uniswap')
(1, 'maker_MCD_CLIP_CALC_UNIV2AAVEETH_A', ['maker'], 'maker')
(0, 'aave_aSUSD', ['treasuredao'], 'aave')
(0, 'Bitparking', ['arkpool'], 'bitparking')
(1, 'aave_arc_AaveArcTimelockExecutor', ['aave'], 'aave')
(1, 'convex_CVX/ETH SLP', ['convex'], 'convex')
(0, 'aave_rwa_LendingPoolCollateralManager', ['lendingpond'], 'aave')
(1, 'Binance 29', ['binance'], 'binance')
(1, 'maker_MCD_CLIP_CALC_ETH_A', ['maker'], 'maker')
(1, 'instadapp_MAKERDAO-A', ['instadapp'], 'instadapp')
(0, 'aave_variableDebtTokenAddress-aAmmWETH', ['fluidtokens'], 'aave')
(0, 'binance reserve wallets USDT', ['dovewallet'], 'binance')
(1, 'badger_native.renCrv-strategy', ['badger'], 'badger')
(1, 'bitfinex Telos hot wallet', ['bitfinex'], 'bitfinex')
(1, 'compound_DSR_Kink_9000bps_Jump_12000bps_AssumedRF_500bps', ['compound'], 'compound')
(0, 'aave_stableDebtTokenAddress-aAmmUniDAIWETH', ['fluidtokens'], 'aave')
(1, 'maker_MCD_JUG', ['maker'], 'maker')
(1, 'KuCoin: Deployer', ['kucoin'], 'kucoin')
(1, 'synthetix_SynthsAUD', ['synthetix'], 'synthetix')
(1, 'bitfinex Ripple XRP cold wallet', ['bitfinex'], 'bitfinex')
(1, 'maker_OSM_MOM', ['maker'], 'maker')
(1, 'synthetix_SynthsEUR', ['synthetix'], 'synthetix')
(1, 'Compound', ['compound'], 'compound')
(1, 'bitfinex V-Systems hot wallet', ['bitfinex'], 'bitfinex')
(1, 'Polmine.pl', ['polminepl'], 'polminepl')
(1, 'badger_native.sbtcCrv-strategy', ['badger'], 'badger')
(1, 'bitfinex Tron TRX/TRC10/TRC20 cold wallet', ['bitfinex'], 'bitfinex')
(1, 'synthetix_Liquidations', ['synthetix'], 'synthetix')
(1, 'Eligius', ['eligiusst'], 'eligiusst')
(1, 'maker_PIP_MANA', ['maker'], 'maker')
(0, '1inch_Mooni Factory', ['mooniswap'], '1inch')
(1, 'curvefinance_Ownership-VotingApp', ['curve'], 'curve')
(1, 'AlphaBayMarket', ['alphabaymarket'], 'alphabaymarket')
(1, 'Purse.io', ['purseio'], 'purseio')
(0, 'Nmcbit', ['bitfuryorg'], 'nmcbit')
(1, 'Binance: Contract', ['binance'], 'binance')
(1, 'Antpool', ['antpoolcom'], 'antpoolcom')
(1, 'Delta Exchange Token (DETO)', ['deltaexchange'], 'deltaexchange')
(0, 'fei_Core', ['leonicornswap'], 'feiprotocol')
(1, 'curvefinance_USDN-CurveTokenV2', ['curve'], 'curve')
(1, 'bitfinex Omni (Omni protocol) hot wallet', ['bitfinex'], 'bitfinex')
(1, 'LoopringCoin V2 (LRC)', ['loopring'], 'loopring')
(1, 'Gate.io 2', ['gate'], 'gate')
(1, 'maker_MCD_JOIN_BAL_A', ['maker'], 'maker')
(0, 'Zeus Token (ZST)', ['latoken'], 'zeusfinance')
(1, 'compound_Uni+Comptroller_MultiLabel', ['compound'], 'compound')
(1, 'Resfinex (RES)', ['resfinex'], 'resfinex')
(1, 'bitfinex Elrond hot wallet', ['bitfinex'], 'bitfinex')
(1, 'synthetix_CollateralStateErc20', ['synthetix'], 'synthetix')
(1, 'SealsWithClubs.eu', ['sealswithclubseu'], 'sealswithclubseu')
(1, 'instadapp_mainnet-v1-InstaConnectors', ['instadapp'], 'instadapp')
(1, 'synthetix_SynthsTRX', ['synthetix'], 'synthetix')
(1, 'bitfinex Cosmos cold wallet', ['bitfinex'], 'bitfinex')
(1, 'Coinichiwa.com', ['coinichiwacom'], 'coinichiwacom')
(1, 'CrimeNetwork.biz', ['crimenetworkbiz'], 'crimenetworkbiz')
(1, 'Bithumb 7', ['bithumb'], 'bithumb')
(0, 'binance reserve wallets BNB', ['dovewallet'], 'binance')
(1, 'Bit-Z', ['bitzcom'], 'bitzcom')
(0, 'ShapeShift 6', ['yapeswap'], 'shapeshift')
(1, 'curvefinance_AAVE-CurveTokenV3', ['curve'], 'curve')
(1, 'Poloniex', ['poloniex'], 'poloniex')
(1, 'harvestfinance_fUSDC', ['harvestfinance'], 'harvestfinance')
(1, 'Deepbit', ['deepbitnet'], 'deepbitnet')
(1, 'synthetix_TokenStateiREN', ['synthetix'], 'synthetix')
(1, 'harvestfinance_Harvester', ['harvestfinance'], 'harvestfinance')
(1, 'synthetix_TokenStatesJPY', ['synthetix'], 'synthetix')
(1, 'vesper_VETH-poolRewards', ['vesper'], 'vesper')
(1, 'uniswap_Multicall2', ['uniswap'], 'uniswap')
(0, 'fei_FeiRari DAI Interest Rate Model', ['piratedao'], 'feiprotocol')
(1, 'Kryptono Token', ['kryptono'], 'kryptono')
(0, '0x_Forwarder-v4', ['wardenswap'], '0x')
(1, 'OTCBTC', ['otcbtc'], 'otcbtc')
(1, 'compound_Poster', ['compound'], 'compound')
(1, 'bitfinex GMT hot wallet', ['bitfinex'], 'bitfinex')
(1, 'synthetix_ProxysKRW', ['synthetix'], 'synthetix')
